iter	Logloss
146	0.4162059512
147	0.4155834652
148	0.4149162276
149	0.41447785
150	0.4141064517
151	0.414063996
152	0.4131685704
153	0.4126144606
154	0.4125246442
155	0.4121501145
156	0.4116230274
157	0.4113309648
158	0.4110216668
159	0.4108942973
160	0.4103453237
161	0.4099388322
162	0.4094344402
163	0.4088590392
164	0.4084596388
165	0.4080099041
166	0.4078219778
167	0.407388817
168	0.4067586055
169	0.4063007789
170	0.4059192224
171	0.405590455
172	0.4053576475
173	0.4049748428
174	0.4046367006
175	0.404258639
176	0.4039039207
177	0.403490242
178	0.4030681139
179	0.4025295602
180	0.4020324715
181	0.4015930166
182	0.4013311669
183	0.4008963158
184	0.4006364488
185	0.3998794034
186	0.3994874142
187	0.3991988637
188	0.3989101564
189	0.3984267299
190	0.3981673337
191	0.3979438979
192	0.3977281535
193	0.3975526182
194	0.397503884
195	0.3974679819
196	0.3972807122
197	0.3971479942
198	0.3968688914
199	0.3963320117
200	0.3961653726
201	0.3959775951
202	0.3956639586
203	0.3953545147
204	0.394886489
205	0.3948447435
206	0.3946523326
207	0.3942900066
208	0.3940275311
209	0.3937759074
210	0.3935879606
211	0.3932864381
212	0.3931188901
213	0.392515582
214	0.3923744801
215	0.3920692217
216	0.3920332874
217	0.3917897611
218	0.3917013901
219	0.3916499968
220	0.3912670618
221	0.3909487741
222	0.3908081371
223	0.3903836058
224	0.3902779908
225	0.3902358215
226	0.3900920006
227	0.3898255249
228	0.3895189533
229	0.3893245541
230	0.389286284
231	0.3891327734
232	0.3887134793
233	0.3882123475
234	0.3879776771
235	0.3876640784
236	0.3875036864
237	0.3873850931
238	0.3868126496
239	0.3867049577
240	0.3864818228
241	0.3862773229
242	0.3861475148
243	0.3860033825
244	0.3858936422
245	0.3857552153
246	0.3856932181
247	0.3853308081
248	0.3852885007
249	0.3851061992
250	0.3848849911
251	0.3845613172
252	0.3843204676
253	0.3841132325
254	0.3837273598
255	0.3832329031
256	0.3828565406
257	0.3824136968
258	0.3820887262
259	0.3820160182
260	0.3818964534
261	0.3816531454
262	0.3814525716
263	0.3812441218
264	0.3812012262
265	0.3811881634
266	0.380950991
267	0.3808482972
268	0.3807037057
269	0.3806047874
270	0.3804619689
271	0.380445365
272	0.3801970926
273	0.3801777363
274	0.3799193806
275	0.3797701231
276	0.3796502975
277	0.3796074909
278	0.3794202722
279	0.3793643197
280	0.3791082133
281	0.3789990502
282	0.37863973
283	0.3786145711
284	0.3784393346
285	0.378294022
286	0.3780673895
287	0.3779374771
288	0.3777966974
289	0.3777744023
290	0.3775797924
291	0.3774865093
292	0.3774836037
293	0.3774080054
294	0.3772512869
295	0.3772345117
296	0.3769284505
297	0.3768075437
298	0.3763714258
299	0.3763252248
300	0.3761934188
301	0.3758976845
302	0.3758841732
303	0.3758084504
304	0.3755293992
305	0.3751277621
306	0.3749256823
307	0.3747567195
308	0.374722021
309	0.3745329359
310	0.3743216111
311	0.3743028092
312	0.3741898619
313	0.3741762525
314	0.3741743632
315	0.3740819221
316	0.3740801027
317	0.3739906107
318	0.3738241066
319	0.3737799636
320	0.3736055874
321	0.3734816938
322	0.3732991708
323	0.3729923852
324	0.3728382366
325	0.3728269109
326	0.372589757
327	0.3724818949
328	0.3724324493
329	0.3724025189
330	0.372046396
331	0.3718813258
332	0.3718263523
333	0.3717667677
334	0.3716083613
335	0.3715455617
336	0.3712566718
337	0.371187816
338	0.3709249201
339	0.3706824101
340	0.3706687593
341	0.3706377967
342	0.3705838132
343	0.370504942
344	0.3703751367
345	0.3701748092
346	0.3700139503
347	0.369737629
348	0.3695625316
349	0.3693713533
350	0.3692340791
351	0.3691146487
352	0.3690260875
353	0.3689988573
354	0.3688392052
355	0.3687076088
356	0.3684676088
357	0.3682055048
358	0.3679799594
359	0.3679625194
360	0.3677796539
361	0.3674924776
362	0.3674766101
363	0.3674726436
364	0.3672770932
365	0.3670738514
366	0.3667455022
367	0.3666275776
368	0.3666169183
369	0.3666129979
370	0.366553001
371	0.3663138882
372	0.3662826837
373	0.366078087
374	0.3658446928
375	0.365748273
376	0.3656074966
377	0.3654347782
378	0.3653002735
379	0.365046022
380	0.3649081236
381	0.3647653192
382	0.3646676597
383	0.3646053255
384	0.3645353572
385	0.3645311491
386	0.3645059818
387	0.3643884795
388	0.3641935692
389	0.3641648751
390	0.3640475715
391	0.3639253342
392	0.3637501147
393	0.363564188
394	0.3635637725
395	0.3635231291
396	0.3634585922
397	0.3633997816
398	0.3632347094
399	0.3631148849
400	0.362921201
401	0.3627919833
402	0.3626809359
403	0.3622922923
404	0.3622825124
405	0.3620730739
406	0.3618637723
407	0.3617459631
408	0.3616838277
409	0.3615309911
410	0.3614816145
411	0.3614673681
412	0.3613533764
413	0.3613287624
414	0.3611642859
415	0.3610912405
416	0.3609957414
417	0.3609664285
418	0.3608572308
419	0.3605891511
420	0.3605417438
421	0.3603668644
422	0.3602791174
423	0.3601261401
424	0.3600975682
425	0.3600705497
426	0.3599022106
427	0.3598515644
428	0.3598514065
429	0.359849586
430	0.3598074328
431	0.3598020612
432	0.3597229015
433	0.3594947917
434	0.3593995069
435	0.3593442687
436	0.3591598776
437	0.3590833479
438	0.3590222709
439	0.3589680152
440	0.3587568722
441	0.3586055964
442	0.358520563
443	0.3583112126
444	0.3582688467
445	0.3582167679
446	0.3579631799
447	0.3578154208
448	0.3578152924
449	0.3577757552
450	0.3577362829
451	0.3576039465
452	0.3574856916
453	0.3574377562
454	0.3574213825
455	0.357335781
456	0.357225306
457	0.3572060993
458	0.357124232
459	0.3570553667
460	0.3570049973
461	0.3569755493
462	0.3568860524
463	0.3567296996
464	0.3565474867
465	0.3564849883
466	0.3563128729
467	0.3562870121
468	0.3561475719
469	0.3560006021
470	0.3559348873
471	0.3559120889
472	0.3559074597
473	0.3558842555
474	0.3558720623
475	0.3557526931
476	0.3557526686
477	0.3555516818
478	0.3554736895
479	0.3553618603
480	0.3551992575
481	0.3551937469
482	0.3550754449
483	0.3549571484
484	0.3549344242
485	0.3547775173
486	0.3546524504
487	0.3545217242
488	0.3544989642
489	0.3544141737
490	0.3543378835
491	0.3541147128
492	0.3538483773
493	0.3537756403
494	0.353677992
495	0.3536777172
496	0.3536263461
497	0.3536104681
498	0.3535051485
499	0.3533979012
500	0.3533528878
501	0.3533229855
502	0.3533220262
503	0.3531219064
504	0.3529736251
505	0.3526790434
506	0.3526284909
507	0.352382362
508	0.3522263207
509	0.3521042204
510	0.3520731797
511	0.352009906
512	0.3519845383
513	0.3518858685
514	0.3517538604
515	0.3515772245
516	0.3513629175
517	0.3512653123
518	0.3511494469
519	0.3511300944
520	0.3508985812
521	0.3507199994
522	0.3507199941
523	0.3504946118
524	0.3503061182
525	0.3501737909
526	0.3497410847
527	0.3496296358
528	0.3495219677
529	0.3493720733
530	0.349370463
531	0.3492809921
532	0.3492790715
533	0.3492165748
534	0.3492157037
535	0.3491168735
536	0.3489979514
537	0.3489382234
538	0.3488164525
539	0.3486741112
540	0.3485882712
541	0.3485826503
542	0.3483936594
543	0.3483130465
544	0.3482667601
545	0.348249323
546	0.3481702365
547	0.3480683423
548	0.3480636034
549	0.3479778316
550	0.3479140994
551	0.3477306736
552	0.3476747123
553	0.3476732332
554	0.3476350062
555	0.347555691
556	0.3474220657
557	0.3474107767
558	0.347245214
559	0.3472348678
560	0.3471991431
561	0.3469615585
562	0.3468563019
563	0.3468460301
564	0.346786692
565	0.3467834775
566	0.3465646577
567	0.3464514458
568	0.3461108546
569	0.3460982998
570	0.3458951677
571	0.345824052
572	0.3458018408
573	0.3457910987
574	0.3455761608
575	0.3455363782
576	0.3454072744
577	0.3452326657
578	0.3451094739
579	0.3450596542
580	0.3450396071
581	0.3449550637
582	0.34482805
583	0.3447033785
584	0.344609515
585	0.3445476812
586	0.3444878653
587	0.3444844391
588	0.3444622247
589	0.3444498491
590	0.3444257823
591	0.3442899451
592	0.344245226
593	0.3441848742
594	0.3439595672
595	0.3436898628
596	0.3435137325
597	0.3435137321
598	0.3434082145
599	0.3434082142
600	0.3432122923
601	0.3431637682
602	0.3430775567
603	0.3430238518
604	0.3428965544
605	0.3427912692
606	0.3427520986
607	0.342663782
608	0.3426442174
609	0.3425978963
610	0.3425834511
611	0.342404715
612	0.3421320412
613	0.3419857909
614	0.34194671
615	0.3419327344
616	0.3417880505
617	0.3417880484
618	0.3417010477
619	0.3414506588
620	0.341353227
621	0.3413426865
622	0.3413426039
623	0.3412027908
624	0.3411172661
625	0.3409621719
626	0.3407231059
627	0.3405848228
628	0.3405716178
629	0.3405287581
630	0.3404090196
631	0.340359904
632	0.3402882284
633	0.3401971763
634	0.3401040313
635	0.3399594103
636	0.3398910913
637	0.3398780879
638	0.3397294501
639	0.3396024755
640	0.3394514276
641	0.3394093659
642	0.3393061095
643	0.3392476641
644	0.3389835589
645	0.3388638143
646	0.3386535414
647	0.3385561902
648	0.3383826594
649	0.3383066537
650	0.3381559456
651	0.338155943
652	0.3379391336
653	0.3377534995
654	0.3376690712
655	0.3375367933
656	0.337421541
657	0.3373345836
658	0.3373264815
659	0.3371703788
660	0.337053216
661	0.3370128325
662	0.3369253543
663	0.3368359666
664	0.3366713184
665	0.3365270609
666	0.3365066354
667	0.3364379456
668	0.3363439988
669	0.3361828011
670	0.3361095679
671	0.3361095679
672	0.3360205326
673	0.3359091525
674	0.3356170444
675	0.3354627911
676	0.3354511922
677	0.3354093625
678	0.3353934283
679	0.3353375788
680	0.3353131701
681	0.335172823
682	0.3351546538
683	0.3351108918
684	0.3350319983
685	0.3349307364
686	0.3348783929
687	0.3348603507
688	0.3347152333
689	0.3347040774
690	0.334623336
691	0.3344162798
692	0.334413389
693	0.3342735836
694	0.3342106958
695	0.3341528554
696	0.3338838414
697	0.3338453812
698	0.333828579
699	0.333676692
700	0.3335213232
701	0.3334497334
702	0.3334411093
703	0.3331999294
704	0.3331512278
705	0.3329944295
706	0.3328570958
707	0.3328520769
708	0.3327323632
709	0.3325929933
710	0.3324551501
711	0.3323916603
712	0.3323870417
713	0.3321772259
714	0.3320395788
715	0.3320153644
716	0.3319486849
717	0.3318911057
718	0.3318842201
719	0.3318760254
720	0.3317810608
721	0.3317403056
722	0.3317303046
723	0.3316265017
724	0.3315077317
725	0.3314005111
726	0.3313199243
727	0.3312006608
728	0.3309891449
729	0.3309365163
730	0.3308485263
731	0.3308411784
732	0.3307942854
733	0.3306466727
734	0.3305870638
735	0.3304378254
736	0.3304001862
737	0.3301873695
738	0.3299423991
739	0.3299344066
740	0.3298754727
741	0.3296844548
742	0.3296130721
743	0.3293060309
744	0.3292819564
745	0.3292384408
746	0.3290665346
747	0.3289368661
748	0.3287326221
749	0.3286024285
750	0.3284480946
751	0.3283076614
752	0.3281872693
753	0.3281132716
754	0.3279211957
755	0.3278498543
756	0.3277029274
757	0.3276205529
758	0.327469693
759	0.3273433491
760	0.3273404426
761	0.3272645145
762	0.3270294171
763	0.3269100681
764	0.3269010445
765	0.3267070159
766	0.3263924121
767	0.3263194422
768	0.3262540979
769	0.3261384921
770	0.3260846243
771	0.3259912912
772	0.3259697941
773	0.325912107
774	0.3258538613
775	0.3258090829
776	0.325633278
777	0.3255449191
778	0.3255385458
779	0.325462907
780	0.3253133713
781	0.3252508594
782	0.3252508573
783	0.3252174696
784	0.3251860545
785	0.3251817117
786	0.3251542491
787	0.3250207911
788	0.3248747695
789	0.3248170248
790	0.324735079
791	0.3246630142
792	0.3245904257
793	0.324479491
794	0.3244495838
795	0.3243751563
796	0.3241810989
797	0.3241004705
798	0.3239730017
799	0.32395834
800	0.3238620167
801	0.323716845
802	0.3236648518
803	0.3236272977
804	0.3236202153
805	0.3235244571
806	0.3234479605
807	0.323316654
808	0.3231989435
809	0.3230082758
810	0.3230039977
811	0.3228612946
812	0.3225885367
813	0.3222796365
814	0.3221264422
815	0.322079827
816	0.3219611805
817	0.3218956134
818	0.3216816782
819	0.321570309
820	0.3214692976
821	0.3213104339
822	0.3212076797
823	0.3211814075
824	0.3211798834
825	0.3211741855
826	0.3211066486
827	0.3210161271
828	0.3209319548
829	0.3208678205
830	0.3207597513
831	0.3205893558
832	0.3205507734
833	0.3204094888
834	0.3203460383
835	0.3202376037
836	0.3201136676
837	0.3200216482
838	0.3199249496
839	0.3197983602
840	0.3195846445
841	0.3194377828
842	0.3194068848
843	0.3194029417
844	0.3192808791
845	0.3190749584
846	0.3190396203
847	0.3190131696
848	0.3189518779
849	0.3188360765
850	0.318782165
851	0.3185866243
852	0.3184807012
853	0.3184552431
854	0.3183124888
855	0.3182312426
856	0.318135812
857	0.318034872
858	0.3179576858
859	0.317857182
860	0.3175858013
861	0.3175857957
862	0.31740874
863	0.3172810006
864	0.3171777387
865	0.3171286334
866	0.3170906928
867	0.3168342518
868	0.3167868043
869	0.3167685529
870	0.3166241722
871	0.3165734658
872	0.316513822
873	0.316425855
874	0.3163449646
875	0.3162832224
876	0.3162336863
877	0.3161589313
878	0.3161541614
879	0.3161494353
880	0.316055363
881	0.3159929617
882	0.315886011
883	0.315875235
884	0.3158295412
885	0.3157748171
886	0.3156633779
887	0.3156066913
888	0.315407877
889	0.3153458994
890	0.3151718065
891	0.3151037839
892	0.3150103977
893	0.3149447066
894	0.3148906514
895	0.3148080465
896	0.3147437627
897	0.3145598611
898	0.3144115295
899	0.3143040901
900	0.3141701582
901	0.3139705193
902	0.3138250276
903	0.3137004121
904	0.3135885229
905	0.3134766807
906	0.3134070368
907	0.3132762105
908	0.3131525644
909	0.3130059679
910	0.3128062067
911	0.3126646958
912	0.3125384354
913	0.3124059275
914	0.312317053
915	0.3123076964
916	0.3122511049
917	0.3121694261
918	0.3121545092
919	0.3120816361
920	0.3118633675
921	0.3117393246
922	0.3115604958
923	0.3114931773
924	0.3113970053
925	0.3113376291
926	0.3112834698
927	0.3111321522
928	0.3111279532
929	0.3110054132
930	0.310894303
931	0.310855167
932	0.3107398783
933	0.3106777007
934	0.3104555691
935	0.3103918346
936	0.3101922236
937	0.3100997567
938	0.3100956762
939	0.3099529206
940	0.3099431381
941	0.3098000745
942	0.309718096
943	0.309501373
944	0.3094764449
945	0.3094537285
946	0.3093446084
947	0.3091960073
948	0.3091353896
949	0.3091243898
950	0.3088403575
951	0.3087702191
952	0.3087102912
953	0.3085870817
954	0.308561694
955	0.3085090238
956	0.3084273489
957	0.3083141901
958	0.3082163037
959	0.3080195875
960	0.3076957153
961	0.3075511047
962	0.3074492647
963	0.3072967348
964	0.3072249154
965	0.3072211617
966	0.3070457262
967	0.306922663
968	0.3067755605
969	0.3066444386
970	0.3065815379
971	0.306520121
972	0.3064382136
973	0.3063036793
974	0.306212102
975	0.3061410738
976	0.3060382337
977	0.3059950839
978	0.3059335803
979	0.305741756
980	0.3056453117
981	0.3055454327
982	0.3054807465
983	0.3051342964
984	0.3051070975
985	0.3049069073
986	0.3048120874
987	0.3046630702
988	0.3045899386
989	0.3044532479
990	0.3043848025
991	0.3043138988
992	0.3042086569
993	0.3042052564
994	0.3040482466
995	0.3040227523
996	0.3039674634
997	0.3037826398
998	0.3036798318
999	0.3034783303
